Year,Area Name,Carcass Size,Harvest Date,Location
2020,LAKE OKEECHOBEE SOUTH,7 ft. 2 in.,10/30/2020,
2020,PUTNAM COUNTY,7 ft. 2 in.,10/31/2020,
2020,ST. JOHNS RIVER (PUZZLE LAKE),7 ft. 2 in.,08/29/2020,
2020,LAKE HARNEY,7 ft. 2 in.,08/22/2020,
2020,LAKE TOHOPEKALIGA,7 ft. 2 in.,10/03/2020,
2020,GULF COUNTY,7 ft. 2 in.,08/27/2020,WIMICO LAKE
2020,ORANGE LAKE,7 ft. 2 in.,10/08/2020,
2020,KENANSVILLE LAKE,7 ft. 2 in.,10/27/2020,
2020,MARTIN COUNTY,7 ft. 2 in.,09/13/2020,SAINT LUCIE RIVER
2020,LAKE KISSIMMEE,7 ft. 2 in.,10/31/2020,
2020,T.M. GOODWIN WMA (BROADMOOR UNIT),7 ft. 2 in.,10/02/2020,
2020,LAKE KISSIMMEE,7 ft. 2 in.,10/18/2020,
2020,ST. JOHNS RIVER (PUZZLE LAKE),7 ft. 2 in.,10/23/2020,
2020,ST. JOHNS COUNTY,7 ft. 2 in.,10/30/2020,
2020,LAKE KISSIMMEE,7 ft. 2 in.,09/13/2020,
2020,DIXIE COUNTY,7 ft. 2 in.,10/31/2020,SUWANNEE RIVER
2020,NASSAU COUNTY,7 ft. 2 in.,10/25/2020,MILLS CREEK
2020,LAKE OKEECHOBEE WEST,7 ft. 2 in.,10/30/2020,
2020,LAKE HATCHINEHA,7 ft. 2 in.,08/30/2020,
2020,LAKE OKEECHOBEE WEST,7 ft. 2 in.,09/19/2020,
2020,LAKE KISSIMMEE,7 ft. 2 in.,09/29/2020,
2020,HOLEY LAND WMA,7 ft. 2 in.,09/19/2020,
2020,LAKE HARNEY,7 ft. 2 in.,10/31/2020,
2020,CITRUS COUNTY,7 ft. 2 in.,09/02/2020,HENDERSON LAKE
2020,POLK COUNTY,7 ft. 2 in.,09/27/2020,LAKE MARION CREEK
2020,LAKE KISSIMMEE,7 ft. 2 in.,10/31/2020,
2020,LAKE OKEECHOBEE SOUTH,7 ft. 2 in.,10/10/2020,
2020,ST. JOHNS RIVER (LAKE POINSETT),7 ft. 2 in.,10/02/2020,
2020,CLAY COUNTY,7 ft. 2 in.,09/19/2020,ST. JOHNS RIVER
2020,MARION COUNTY,7 ft. 2 in.,10/16/2020,
2020,ST. JOHNS RIVER (LAKE HELL N' BLAZES),7 ft. 2 in.,10/24/2020,
2020,GLADES COUNTY,7 ft. 2 in.,10/30/2020,FISHEATING CREEK
2020,T.M. GOODWIN WMA (BROADMOOR UNIT),7 ft. 2 in.,10/10/2020,
2020,KISSIMMEE RIVER (POOL A),7 ft. 2 in.,09/20/2020,
2020,ST. JOHNS RIVER (LAKE POINSETT),7 ft. 2 in.,08/24/2020,
2020,LAKE KISSIMMEE,7 ft. 2 in.,10/17/2020,
2020,LAKE IAMONIA,7 ft. 2 in.,10/31/2020,
2020,LAKE OKEECHOBEE WEST,7 ft. 2 in.,10/10/2020,
2020,KENANSVILLE LAKE,7 ft. 2 in.,10/22/2020,
2020,ST. JOHNS RIVER (LAKE HELL N' BLAZES),7 ft. 2 in.,10/03/2020,
2020,LIBERTY COUNTY,7 ft. 2 in.,10/31/2020,REVELL BRANCH
2020,STA - 1W NORTH,7 ft. 2 in.,10/30/2020,
2020,HIGHLANDS COUNTY,7 ft. 2 in.,09/16/2020,ISTOKPOGA LAKE
2020,LOCHLOOSA LAKE,7 ft. 2 in.,09/06/2020,
2020,LOCHLOOSA LAKE,7 ft. 2 in.,09/18/2020,
2020,LAKE COUNTY,7 ft. 2 in.,10/31/2020,CARLTON LAKE
2020,ST. JOHNS RIVER (LAKE POINSETT),7 ft. 2 in.,08/28/2020,
2020,LAKE COUNTY,7 ft. 2 in.,09/13/2020,HAINES CREEK
2020,HIGHLANDS COUNTY,7 ft. 2 in.,10/27/2020,DAMON LAKE
2020,KENANSVILLE LAKE,7 ft. 2 in.,10/15/2020,
2020,LAKE OKEECHOBEE WEST,7 ft. 2 in.,10/23/2020,
2020,LAKE COUNTY,7 ft. 2 in.,10/29/2020,HARRIS LAKE
2020,OSCEOLA COUNTY,7 ft. 2 in.,10/10/2020,SAINT CLOUD CANAL
2020,FRANKLIN COUNTY,7 ft. 2 in.,09/18/2020,SAINT VINCENT SOUND
2020,CRESCENT LAKE,7 ft. 2 in.,08/18/2020,
2020,OSCEOLA COUNTY,7 ft. 2 in.,10/09/2020,
2020,LAKE OKEECHOBEE WEST,7 ft. 2 in.,09/07/2020,
2020,LAKE MARIAN,7 ft. 2 in.,08/20/2020,
2020,ST. JOHNS RIVER (LAKE POINSETT),7 ft. 2 in.,10/17/2020,
2020,ST. JOHNS RIVER (LAKE HELL N' BLAZES),7 ft. 2 in.,10/13/2020,
2020,ST. JOHNS RIVER (LAKE HELL N' BLAZES),7 ft. 2 in.,08/21/2020,
2020,CITRUS COUNTY,7 ft. 2 in.,08/22/2020,
2020,FRANKLIN COUNTY,7 ft. 2 in.,08/15/2020,BLOUNTS BAY
2020,KISSIMMEE RIVER,7 ft. 2 in.,10/17/2020,
2020,GULF COUNTY,7 ft. 2 in.,09/21/2020,WIMICO LAKE
2020,DUVAL COUNTY,7 ft. 2 in.,09/11/2020,SAINT JOHNS RIVER
2020,STA - 3/4 WEST,7 ft. 2 in.,08/21/2020,
2020,CHARLOTTE COUNTY,7 ft. 2 in.,10/30/2020,SHELL CREEK
2020,STA - 1W NORTH,7 ft. 2 in.,08/15/2020,
2020,LAKE COUNTY,7 ft. 2 in.,10/07/2020,STAGGER MUD LAKE
2020,POLK COUNTY,7 ft. 2 in.,09/11/2020,ELOISE LAKE
2020,ORANGE LAKE,7 ft. 2 in.,08/23/2020,
2020,LAKE HARNEY,7 ft. 2 in.,08/19/2020,
2020,BLUE CYPRESS LAKE,7 ft. 2 in.,08/15/2020,
2020,HOLEY LAND WMA,7 ft. 2 in.,08/15/2020,
2020,LAKE COUNTY,7 ft. 2 in.,10/18/2020,LITTLE LAKE HARRIS
2020,STA - 3/4 WEST,7 ft. 2 in.,10/23/2020,
2020,GULF COUNTY,7 ft. 2 in.,10/23/2020,WIMICO LAKE
2020,LIBERTY COUNTY,7 ft. 2 in.,09/19/2020,
2020,ST. JOHNS RIVER (PUZZLE LAKE),7 ft. 2 in.,09/29/2020,
2020,A-1 FEB,7 ft. 2 in.,08/22/2020,
2020,WALTON COUNTY,7 ft. 2 in.,10/27/2020,LAFAYETTE CREEK
2020,ST. JOHNS RIVER (LAKE POINSETT),7 ft. 2 in.,09/15/2020,
2020,LAKE KISSIMMEE,7 ft. 2 in.,08/19/2020,
2020,STA - 3/4 EAST,7 ft. 2 in.,09/13/2020,
2020,KISSIMMEE RIVER (POOL A),7 ft. 2 in.,09/15/2020,
2020,KISSIMMEE RIVER (POOL A),7 ft. 2 in.,09/15/2020,
2020,VOLUSIA COUNTY,7 ft. 2 in.,09/08/2020,SPRUCE CREEK
2020,PUTNAM COUNTY,7 ft. 2 in.,09/13/2020,
2020,LAKE IAMONIA,7 ft. 2 in.,08/15/2020,
2020,STA- 5/6,7 ft. 2 in.,08/15/2020,
2020,OSCEOLA COUNTY,7 ft. 2 in.,10/08/2020,
2020,KISSIMMEE RIVER,7 ft. 2 in.,09/05/2020,
2020,LAKE OKEECHOBEE WEST,7 ft. 2 in.,09/08/2020,
2020,OKEECHOBEE COUNTY,7 ft. 2 in.,08/19/2020,KISSIMMEE RIVER
2020,ST. JOHNS RIVER UPPER BASIN CANALS,7 ft. 2 in.,09/13/2020,
2020,SANTA ROSA COUNTY,7 ft. 2 in.,10/31/2020,YELLOW RIVER
2020,LAKE COUNTY,7 ft. 2 in.,10/30/2020,HARRIS LAKE
2020,CRESCENT LAKE,7 ft. 2 in.,08/25/2020,
2020,LIBERTY COUNTY,7 ft. 2 in.,10/23/2020,BIG GULLY CREEK
2020,LAKE COUNTY,7 ft. 2 in.,10/03/2020,EUSTIS LAKE
2020,ST. JOHNS RIVER (LAKE POINSETT),7 ft. 2 in.,08/20/2020,
2020,SUMTER COUNTY,7 ft. 2 in.,09/26/2020,WITHLACOOCHEE RIVER
2020,LEON COUNTY,7 ft. 2 in.,10/29/2020,CARR LAKE
2020,GULF COUNTY,7 ft. 2 in.,08/20/2020,
2020,OSCEOLA COUNTY,7 ft. 2 in.,10/31/2020,HATCHINEHA CANAL
2020,GLADES COUNTY,7 ft. 2 in.,09/19/2020,FISHEATING CREEK
2020,FLAGLER COUNTY,7 ft. 2 in.,10/17/2020,
2020,LAKE OKEECHOBEE WEST,7 ft. 2 in.,09/05/2020,
2020,HIGHLANDS COUNTY,7 ft. 2 in.,10/27/2020,ARBUCKLE CREEK
2020,ST. JOHNS RIVER (LAKE POINSETT),7 ft. 2 in.,10/30/2020,
2020,LAKE IAMONIA,7 ft. 2 in.,10/07/2020,
2020,KENANSVILLE LAKE,7 ft. 2 in.,10/30/2020,
2020,EVERGLADES &amp; FRANCIS S. TAYLOR WMA (WCA 2),7 ft. 2 in.,10/31/2020,
2020,CLAY COUNTY,7 ft. 2 in.,10/24/2020,PUERTO RICO COVE
2020,LAKE OKEECHOBEE WEST,7 ft. 2 in.,10/23/2020,
2020,LAKE COUNTY,7 ft. 2 in.,10/02/2020,TRACY CANAL
2020,POLK COUNTY,7 ft. 2 in.,08/17/2020,CHRISTINA LAKE
2020,ST. JOHNS RIVER (LAKE POINSETT),7 ft. 2 in.,10/20/2020,
2020,LAKE HARNEY,7 ft. 2 in.,08/29/2020,
2020,ST. JOHNS RIVER UPPER BASIN CANALS,7 ft. 2 in.,09/15/2020,
2020,ST. JOHNS RIVER (LAKE POINSETT),7 ft. 2 in.,11/01/2020,
2020,LAKE OKEECHOBEE SOUTH,7 ft. 2 in.,10/08/2020,
2020,EVERGLADES &amp; FRANCIS S. TAYLOR WMA (WCA 3),7 ft. 2 in.,10/27/2020,
2020,ST. JOHNS RIVER UPPER BASIN CANALS,7 ft. 2 in.,10/24/2020,
2020,ST. JOHNS RIVER UPPER BASIN CANALS,7 ft. 2 in.,09/11/2020,
2020,ST. JOHNS RIVER (LAKE POINSETT),7 ft. 2 in.,08/20/2020,
2020,LEE COUNTY,7 ft. 2 in.,08/29/2020,CALOOSAHATCHEE RIVER
2020,HIGHLANDS COUNTY,7 ft. 2 in.,08/16/2020,
2020,STA - 3/4 WEST,7 ft. 2 in.,08/29/2020,
2020,LAKE OKEECHOBEE WEST,7 ft. 2 in.,10/30/2020,
2020,LAKE TOHOPEKALIGA,7 ft. 2 in.,10/28/2020,
2020,LAKE HATCHINEHA,7 ft. 2 in.,09/26/2020,
2020,ORANGE LAKE,7 ft. 2 in.,08/21/2020,
2020,KISSIMMEE RIVER (POOL A),7 ft. 2 in.,10/31/2020,
2020,LAKE MICCOSUKEE,7 ft. 2 in.,09/11/2020,
2020,CITRUS COUNTY,7 ft. 2 in.,10/23/2020,WITHLACOOCHEE RIVER
2020,KISSIMMEE RIVER,7 ft. 2 in.,10/23/2020,
2020,LAKE OKEECHOBEE NORTH,7 ft. 2 in.,10/01/2020,
2020,LAKE HATCHINEHA,7 ft. 2 in.,10/31/2020,
2020,ST. JOHNS RIVER (LAKE HELL N' BLAZES),7 ft. 2 in.,08/30/2020,
2020,LAKE HARNEY,7 ft. 2 in.,08/25/2020,
2020,LAKE ISTOKPOGA,7 ft. 2 in.,10/23/2020,
2020,LAKE OKEECHOBEE SOUTH,7 ft. 2 in.,10/31/2020,
2020,LAKE IAMONIA,7 ft. 2 in.,08/06/2020,
2020,KENANSVILLE LAKE,7 ft. 2 in.,10/03/2020,
2020,ST. JOHNS COUNTY,7 ft. 2 in.,10/02/2020,
2020,ORANGE LAKE,7 ft. 2 in.,10/02/2020,
2020,LAKE KISSIMMEE,7 ft. 2 in.,10/27/2020,
2020,OKEECHOBEE COUNTY,7 ft. 2 in.,08/22/2020,NUBBIN SLOUGH
2020,WAKULLA COUNTY,7 ft. 2 in.,09/13/2020,LEVY BAY
2020,LAKE TRAFFORD,7 ft. 2 in.,09/05/2020,
2020,EVERGLADES &amp; FRANCIS S. TAYLOR WMA (WCA 3),7 ft. 2 in.,08/28/2020,
2020,PUTNAM COUNTY,7 ft. 2 in.,10/20/2020,
2020,PUTNAM COUNTY,7 ft. 2 in.,10/31/2020,
2020,SUMTER COUNTY,7 ft. 2 in.,10/07/2020,WITHLACOOCHEE RIVER
2020,MANATEE COUNTY,7 ft. 2 in.,10/28/2020,
2020,PUTNAM COUNTY,7 ft. 2 in.,08/25/2020,OCKLAWAHA RIVER
2020,LAKE COUNTY,7 ft. 2 in.,09/04/2020,DENHAM LAKE
2020,BREVARD COUNTY,7 ft. 2 in.,08/27/2020,INDIAN RIVER
2020,LAKE HARNEY,7 ft. 2 in.,10/24/2020,
2020,WAKULLA COUNTY,7 ft. 2 in.,09/06/2020,St. Marks River
2020,HAMILTON COUNTY,7 ft. 2 in.,09/06/2020,
2020,OSCEOLA COUNTY,7 ft. 2 in.,10/31/2020,AJAY LAKE
2020,OSCEOLA COUNTY,7 ft. 2 in.,10/25/2020,FELLS COVE
2020,ST. JOHNS COUNTY,7 ft. 2 in.,08/17/2020,CUNNINGHAM CREEK
2020,OSCEOLA COUNTY,7 ft. 2 in.,10/26/2020,TOHOPEKALIGA EAST LAKE
2020,HIGHLANDS COUNTY,7 ft. 2 in.,10/16/2020,ISTOKPOGA CREEK
2020,T.M. GOODWIN WMA (GOODWIN UNIT),7 ft. 2 in.,09/27/2020,
2020,KENANSVILLE LAKE,7 ft. 2 in.,10/30/2020,
2020,POLK COUNTY,7 ft. 2 in.,08/15/2020,
2020,STA - 3/4 WEST,7 ft. 2 in.,10/24/2020,
2020,ST. JOHNS RIVER (LAKE POINSETT),7 ft. 2 in.,10/31/2020,
2020,ORANGE LAKE,7 ft. 2 in.,10/26/2020,
2020,ST. JOHNS RIVER (LAKE POINSETT),7 ft. 2 in.,08/25/2020,
2020,LEON COUNTY,7 ft. 2 in.,09/23/2020,JACKSON LAKE
2020,KISSIMMEE RIVER (POOL A),7 ft. 2 in.,10/30/2020,
2020,LOCHLOOSA LAKE,7 ft. 2 in.,10/31/2020,
2020,PUTNAM COUNTY,7 ft. 2 in.,09/13/2020,OCKLAWAHA RIVER
2020,LAKE JESUP,7 ft. 2 in.,08/30/2020,
2020,LAKE OKEECHOBEE WEST,7 ft. 2 in.,08/16/2020,
2020,GULF COUNTY,7 ft. 2 in.,09/29/2020,DEPOT CREEK
2020,STA - 3/4 WEST,7 ft. 2 in.,10/31/2020,
2020,KENANSVILLE LAKE,7 ft. 2 in.,08/28/2020,
2020,ST. JOHNS RIVER (PUZZLE LAKE),7 ft. 2 in.,10/17/2020,
2020,KENANSVILLE LAKE,7 ft. 11 in.,09/14/2020,
2020,ST. JOHNS RIVER (LAKE HELL N' BLAZES),7 ft. 11 in.,09/29/2020,
2020,LAKE OKEECHOBEE WEST,7 ft. 11 in.,08/22/2020,
2020,ST. JOHNS COUNTY,7 ft. 11 in.,12/07/2020,
2020,ST. JOHNS RIVER (LAKE HELL N' BLAZES),7 ft. 11 in.,08/22/2020,
2020,ORANGE LAKE,7 ft. 11 in.,10/01/2020,
2020,MANATEE COUNTY,7 ft. 11 in.,10/30/2020,BRADEN RIVER
2020,POLK COUNTY,7 ft. 11 in.,10/31/2020,ROSALIE CREEK
2020,ST. JOHNS RIVER (PUZZLE LAKE),7 ft. 11 in.,10/23/2020,
2020,STA- 5/6,7 ft. 11 in.,10/31/2020,
2020,LAKE TOHOPEKALIGA,7 ft. 11 in.,10/22/2020,
2020,POLK COUNTY,7 ft. 11 in.,10/28/2020,CRAGO LAKE
2020,NEWNANS LAKE,7 ft. 11 in.,08/29/2020,
2020,STA - 1W NORTH,7 ft. 11 in.,08/30/2020,
2020,ORANGE LAKE,7 ft. 11 in.,08/20/2020,
2020,WITHLACOOCHEE RIVER NORTH,7 ft. 11 in.,08/22/2020,
2020,ST. JOHNS RIVER UPPER BASIN CANALS,7 ft. 11 in.,10/17/2020,
2020,LAKE HATCHINEHA,7 ft. 11 in.,08/25/2020,
2020,OSCEOLA COUNTY,7 ft. 11 in.,10/25/2020,TOHOPEKALIGA EAST LAKE
2020,KISSIMMEE RIVER,7 ft. 11 in.,08/15/2020,
2020,OSCEOLA COUNTY,7 ft. 11 in.,10/29/2020,SCRUB SLOUGH
2020,WACISSA RIVER,7 ft. 11 in.,10/30/2020,
2020,LAKE TRAFFORD,7 ft. 11 in.,09/05/2020,
2020,TENOROC FMA,7 ft. 11 in.,09/06/2020,
2020,MARION COUNTY,7 ft. 11 in.,08/26/2020,
2020,LAKE IAMONIA,7 ft. 11 in.,09/01/2020,
2020,LAKE KISSIMMEE,7 ft. 11 in.,10/04/2020,
2020,MARTIN COUNTY,7 ft. 11 in.,08/21/2020,SAINT LUCIE CANAL
2020,LAKE TRAFFORD,7 ft. 11 in.,08/29/2020,
2020,ORANGE LAKE,7 ft. 11 in.,10/25/2020,
2020,STA - 3/4 WEST,7 ft. 11 in.,09/05/2020,
2020,ST. JOHNS RIVER (LAKE POINSETT),7 ft. 11 in.,09/15/2020,
2020,KISSIMMEE RIVER,7 ft. 11 in.,11/14/2020,
2020,OSCEOLA COUNTY,7 ft. 11 in.,10/29/2020,SHORT CANAL
2020,POLK COUNTY,7 ft. 11 in.,09/04/2020,
2020,ST. JOHNS RIVER (PALATKA SOUTH),7 ft. 11 in.,09/14/2020,
2020,STA - 3/4 EAST,7 ft. 11 in.,08/16/2020,
2020,T.M. GOODWIN WMA (BROADMOOR UNIT),7 ft. 11 in.,08/18/2020,
2020,LAKE COUNTY,7 ft. 11 in.,08/22/2020,HARRIS LAKE
2020,POLK COUNTY,7 ft. 11 in.,10/21/2020,BANANA LAKE
2020,LAKE KISSIMMEE,7 ft. 11 in.,09/24/2020,
2020,ST. JOHNS RIVER (PUZZLE LAKE),7 ft. 11 in.,08/16/2020,
2020,LAKE OKEECHOBEE SOUTH,7 ft. 11 in.,08/22/2020,
2020,CITRUS COUNTY,7 ft. 11 in.,09/26/2020,
2020,LAKE OKEECHOBEE WEST,7 ft. 11 in.,09/12/2020,
2020,PUTNAM COUNTY,7 ft. 11 in.,08/28/2020,
2020,LAKE COUNTY,7 ft. 11 in.,09/21/2020,EUSTIS LAKE
2020,LAKE MICCOSUKEE,7 ft. 11 in.,10/18/2020,
2020,ST. JOHNS RIVER (LAKE HELL N' BLAZES),7 ft. 11 in.,08/17/2020,
2020,LAKE COUNTY,7 ft. 11 in.,10/30/2020,JEM LAKE
2020,LAKE OKEECHOBEE WEST,7 ft. 11 in.,10/02/2020,
2020,ST. LUCIE COUNTY,7 ft. 11 in.,10/24/2020,HEADER CANAL
2020,ST. JOHNS RIVER (LAKE POINSETT),7 ft. 11 in.,10/28/2020,
2020,ORANGE LAKE,7 ft. 11 in.,10/01/2020,
2020,LEE COUNTY,7 ft. 11 in.,10/25/2020,
2020,HILLSBOROUGH COUNTY,7 ft. 11 in.,08/28/2020,
2020,OSCEOLA COUNTY,7 ft. 11 in.,09/18/2020,TOHOPEKALIGA EAST LAKE
2020,LAKE KISSIMMEE,7 ft. 11 in.,10/26/2020,
2020,T.M. GOODWIN WMA (BROADMOOR UNIT),7 ft. 11 in.,10/30/2020,
2020,COLUMBIA COUNTY,7 ft. 11 in.,08/15/2020,ALLIGATOR LAKE
2020,POLK COUNTY,7 ft. 11 in.,10/28/2020,TIGER LAKE
2020,ST. JOHNS RIVER UPPER BASIN CANALS,7 ft. 11 in.,10/22/2020,
2020,ST. JOHNS RIVER (LAKE POINSETT),7 ft. 11 in.,09/13/2020,
2020,ST. JOHNS RIVER (LAKE HELL N' BLAZES),7 ft. 11 in.,10/07/2020,
2020,KENANSVILLE LAKE,7 ft. 11 in.,08/21/2020,
2020,MARION COUNTY,7 ft. 11 in.,10/24/2020,RAINBOW RIVER
2020,ST. JOHNS RIVER UPPER BASIN CANALS,7 ft. 11 in.,09/14/2020,
2020,ST. JOHNS RIVER (PUZZLE LAKE),7 ft. 11 in.,08/27/2020,
2020,LAKE HATCHINEHA,7 ft. 11 in.,09/03/2020,
2020,CALHOUN COUNTY,7 ft. 11 in.,08/16/2020,CHIPOLA RIVER
2020,LAKE OKEECHOBEE SOUTH,7 ft. 11 in.,09/26/2020,
2020,LAKE IAMONIA,7 ft. 11 in.,08/29/2020,
2020,T.M. GOODWIN WMA (BROADMOOR UNIT),7 ft. 11 in.,10/23/2020,
2020,LAKE HATCHINEHA,7 ft. 11 in.,10/14/2020,
2020,ST. JOHNS RIVER UPPER BASIN CANALS,7 ft. 11 in.,09/19/2020,
2020,CRESCENT LAKE,7 ft. 11 in.,08/28/2020,
2020,MARION COUNTY,7 ft. 11 in.,08/29/2020,
2020,ST. LUCIE COUNTY,7 ft. 11 in.,10/17/2020,BELCHER CANAL
2020,LAKE KISSIMMEE,7 ft. 11 in.,08/18/2020,
2020,ORANGE COUNTY,7 ft. 11 in.,09/01/2020,JOHNS LAKE
2020,ST. JOHNS RIVER (LAKE POINSETT),7 ft. 11 in.,10/23/2020,
2020,LAKE KISSIMMEE,7 ft. 11 in.,09/24/2020,
2020,LAKE OKEECHOBEE SOUTH,7 ft. 11 in.,10/31/2020,
2020,OSCEOLA COUNTY,7 ft. 11 in.,08/20/2020,FANNY BASS POND
2020,LEE COUNTY,7 ft. 11 in.,08/29/2020,CALOOSAHATCHEE RIVER
2020,LEVY COUNTY,7 ft. 11 in.,10/16/2020,WACCASASSA BAY
2020,LAFAYETTE COUNTY,7 ft. 10 in.,08/22/2020,
2020,ST. JOHNS RIVER (LAKE POINSETT),7 ft. 10 in.,10/09/2020,
2020,ST. JOHNS RIVER (LAKE HELL N' BLAZES),7 ft. 10 in.,10/06/2020,
2020,BLUE CYPRESS WATER MANAGEMENT AREA,7 ft. 10 in.,09/26/2020,
2020,FRANKLIN COUNTY,7 ft. 10 in.,10/07/2020,APALACHICOLA BAY
2020,OSCEOLA COUNTY,7 ft. 10 in.,10/10/2020,
2020,JEFFERSON COUNTY,7 ft. 10 in.,08/21/2020,BAILEY MILL CREEK
2020,POLK COUNTY,7 ft. 10 in.,10/08/2020,TIGER LAKE
2020,A.R.M. LOXAHATCHEE NWR,7 ft. 10 in.,08/21/2020,
2020,LAKE COUNTY,7 ft. 10 in.,08/22/2020,LITTLE LAKE HARRIS
2020,LAKE TOHOPEKALIGA,7 ft. 10 in.,10/28/2020,
2020,ST. JOHNS RIVER (LAKE POINSETT),7 ft. 10 in.,10/06/2020,
2020,LAKE TOHOPEKALIGA,7 ft. 10 in.,08/23/2020,
2020,HOLEY LAND WMA,7 ft. 10 in.,10/30/2020,
2020,LEE COUNTY,7 ft. 10 in.,10/29/2020,HENDRY CREEK
2020,NEWNANS LAKE,7 ft. 10 in.,10/09/2020,
2020,POLK COUNTY,7 ft. 10 in.,10/31/2020,REED LAKE
2020,LAKE TRAFFORD,7 ft. 10 in.,09/05/2020,
2020,LAKE TOHOPEKALIGA,7 ft. 10 in.,08/17/2020,
2020,HIGHLANDS COUNTY,7 ft. 10 in.,10/31/2020,ARBUCKLE CREEK
2020,LAKE MONROE,7 ft. 10 in.,08/17/2020,
2020,HIGHLANDS COUNTY,7 ft. 10 in.,08/29/2020,
2020,LAKE TRAFFORD,7 ft. 10 in.,10/17/2020,
2020,HOLEY LAND WMA,7 ft. 10 in.,08/15/2020,
2020,LAKE COUNTY,7 ft. 10 in.,10/24/2020,EUSTIS LAKE
2020,LAKE IAMONIA,7 ft. 10 in.,10/03/2020,
2020,KISSIMMEE RIVER (POOL E),7 ft. 10 in.,10/31/2020,
2020,LEE COUNTY,7 ft. 10 in.,10/17/2020,CALOOSAHATCHEE RIVER
2020,ST. JOHNS RIVER (LAKE POINSETT),7 ft. 10 in.,09/18/2020,
2020,EVERGLADES &amp; FRANCIS S. TAYLOR WMA (WCA 3),7 ft. 10 in.,08/20/2020,
2020,EVERGLADES &amp; FRANCIS S. TAYLOR WMA (WCA 3),7 ft. 10 in.,08/22/2020,
2020,ST. JOHNS RIVER (LAKE POINSETT),7 ft. 10 in.,10/24/2020,
2020,RODMAN RESERVOIR,7 ft. 10 in.,08/29/2020,
2020,ST. JOHNS COUNTY,7 ft. 10 in.,08/22/2020,TOCOI CREEK
2020,POLK COUNTY,7 ft. 10 in.,10/30/2020,LIVINGSTON LAKE
2020,KENANSVILLE LAKE,7 ft. 10 in.,10/18/2020,
2020,LAKE COUNTY,7 ft. 10 in.,08/18/2020,YALE LAKE
2020,LEON COUNTY,7 ft. 10 in.,08/15/2020,LAFAYETTE LAKE
2020,LAKE OKEECHOBEE WEST,7 ft. 10 in.,10/30/2020,
2020,WACISSA RIVER,7 ft. 10 in.,10/29/2020,
2020,PUTNAM COUNTY,7 ft. 10 in.,10/17/2020,
2020,LAKE MICCOSUKEE,7 ft. 10 in.,10/28/2020,
2020,KENANSVILLE LAKE,7 ft. 10 in.,09/19/2020,
2020,BLUE CYPRESS LAKE,7 ft. 10 in.,09/27/2020,
2020,ST. JOHNS RIVER UPPER BASIN CANALS,7 ft. 10 in.,10/30/2020,
2020,KISSIMMEE RIVER (POOL A),7 ft. 10 in.,09/17/2020,
2020,LAKE OKEECHOBEE WEST,7 ft. 10 in.,09/30/2020,
2020,LAKE SEMINOLE,7 ft. 10 in.,10/09/2020,
2020,ORANGE LAKE,7 ft. 10 in.,10/01/2020,
2020,T.M. GOODWIN WMA (BROADMOOR UNIT),7 ft. 10 in.,10/31/2020,
2020,LAKE OKEECHOBEE SOUTH,7 ft. 10 in.,08/22/2020,
2020,PINELLAS COUNTY,7 ft. 10 in.,08/27/2020,LAKE TARPON CANAL
2020,STA - 3/4 EAST,7 ft. 10 in.,08/22/2020,
2020,STA - 1W NORTH,7 ft. 10 in.,08/22/2020,
2020,LAKE KISSIMMEE,7 ft. 10 in.,09/19/2020,
2020,LAKE MICCOSUKEE,7 ft. 10 in.,09/13/2020,
2020,LAKE ARBUCKLE,7 ft. 10 in.,09/05/2020,
2020,STA- 5/6,7 ft. 10 in.,09/04/2020,
2020,PUTNAM COUNTY,7 ft. 10 in.,10/10/2020,DUNNS CREEK
2020,GULF COUNTY,7 ft. 10 in.,11/07/2020,
2020,LAKE OKEECHOBEE SOUTH,7 ft. 10 in.,09/26/2020,
2020,LAKE COUNTY,7 ft. 10 in.,10/09/2020,LOUISA LAKE
2020,LAKE MARIAN,7 ft. 10 in.,10/18/2020,
2020,LAKE HATCHINEHA,7 ft. 10 in.,08/15/2020,
2020,ORANGE LAKE,7 ft. 10 in.,10/16/2020,
2020,ST. JOHNS RIVER UPPER BASIN CANALS,7 ft. 10 in.,11/01/2020,
2020,STICK MARSH,7 ft. 10 in.,08/22/2020,
2020,ORANGE COUNTY,7 ft. 10 in.,10/28/2020,LEE LAKE
2020,LAKE HANCOCK,7 ft. 10 in.,08/15/2020,
2020,OSCEOLA COUNTY,7 ft. 10 in.,10/22/2020,HATCHINEHA CANAL
2020,SUMTER COUNTY,7 ft. 10 in.,09/17/2020,WITHLACOOCHEE RIVER
2020,LAKE COUNTY,7 ft. 10 in.,09/21/2020,HARRIS LAKE
2020,ALACHUA COUNTY,7 ft. 10 in.,10/02/2020,BLACK LAKE
2020,ALACHUA COUNTY,7 ft. 10 in.,08/27/2020,BLACK LAKE
2020,ORANGE LAKE,7 ft. 10 in.,10/27/2020,
2020,LAKE HATCHINEHA,7 ft. 10 in.,10/31/2020,
2020,OSCEOLA COUNTY,7 ft. 10 in.,10/30/2020,SHORT CANAL
2020,ORANGE LAKE,7 ft. 10 in.,10/02/2020,
2020,T.M. GOODWIN WMA (BROADMOOR UNIT),7 ft. 10 in.,10/30/2020,
2020,MANATEE COUNTY,7 ft. 10 in.,09/13/2020,
