Year,Area Name,Carcass Size,Harvest Date,Location
2020,ORANGE LAKE,9 ft. 6 in.,08/15/2020,
2020,LAKE GEORGE,9 ft. 6 in.,10/10/2020,
2020,ST. JOHNS RIVER (LAKE POINSETT),9 ft. 6 in.,10/27/2020,
2020,ORANGE LAKE,9 ft. 6 in.,10/26/2020,
2020,ORANGE LAKE,9 ft. 6 in.,09/25/2020,
2020,LAKE KISSIMMEE,9 ft. 6 in.,09/04/2020,
2020,KENANSVILLE LAKE,9 ft. 6 in.,10/22/2020,
2020,LAKE COUNTY,9 ft. 6 in.,09/28/2020,LOUISA LAKE
2020,T.M. GOODWIN WMA (BROADMOOR UNIT),9 ft. 6 in.,10/05/2020,
2020,LAKE KISSIMMEE,9 ft. 6 in.,08/23/2020,
2020,LAKE TOHOPEKALIGA,9 ft. 6 in.,10/23/2020,
2020,POLK COUNTY,9 ft. 6 in.,09/04/2020,
2020,POLK COUNTY,9 ft. 6 in.,10/25/2020,
2020,LEE COUNTY,9 ft. 6 in.,09/06/2020,
2020,ST. JOHNS RIVER (LAKE POINSETT),9 ft. 6 in.,10/24/2020,
2020,LAKE KISSIMMEE,9 ft. 6 in.,09/12/2020,
2020,LAKE HANCOCK,9 ft. 6 in.,09/06/2020,
2020,LAKE HANCOCK,9 ft. 6 in.,10/26/2020,
2020,LAKE HARNEY,9 ft. 6 in.,10/27/2020,
2020,NEWNANS LAKE,9 ft. 6 in.,09/03/2020,
2020,CLAY COUNTY,9 ft. 6 in.,09/18/2020,ST. JOHNS RIVER
2020,CLAY COUNTY,9 ft. 6 in.,08/21/2020,ST. JOHNS RIVER
2020,STA - 1W SOUTH,9 ft. 6 in.,09/06/2020,
2020,STA - 2,9 ft. 6 in.,09/05/2020,
2020,PEACE RIVER NORTH,9 ft. 6 in.,10/23/2020,
2020,OSCEOLA COUNTY,9 ft. 6 in.,08/25/2020,
2020,STA - 1W NORTH,9 ft. 6 in.,10/30/2020,
2020,LAKE MARIAN,9 ft. 6 in.,09/05/2020,
2020,LAKE OKEECHOBEE SOUTH,9 ft. 6 in.,08/16/2020,
2020,A-1 FEB,9 ft. 6 in.,10/06/2020,
2020,STA - 1W SOUTH,9 ft. 6 in.,10/24/2020,
2020,ST. JOHNS RIVER UPPER BASIN CANALS,9 ft. 5 in.,10/11/2020,
2020,DIXIE COUNTY,9 ft. 5 in.,10/09/2020,SUWANNEE RIVER
2020,PUTNAM COUNTY,9 ft. 5 in.,10/28/2020,OCKLAWAHA RIVER
2020,LAKE JESUP,9 ft. 5 in.,10/14/2020,
2020,LAKE TALQUIN,9 ft. 5 in.,08/19/2020,
2020,STA - 2,9 ft. 5 in.,08/22/2020,
2020,LAKE OKEECHOBEE WEST,9 ft. 5 in.,10/30/2020,
2020,CLAY COUNTY,9 ft. 5 in.,10/06/2020,DOCTORS LAKE
2020,ST. JOHNS RIVER (LAKE POINSETT),9 ft. 5 in.,08/23/2020,
2020,CYPRESS LAKE,9 ft. 5 in.,08/18/2020,
2020,KISSIMMEE RIVER,9 ft. 5 in.,10/03/2020,
2020,CRESCENT LAKE,9 ft. 5 in.,08/22/2020,
2020,LAKE MICCOSUKEE,9 ft. 5 in.,09/19/2020,
2020,LAKE HATCHINEHA,9 ft. 5 in.,08/25/2020,
2020,LAKE HATCHINEHA,9 ft. 5 in.,08/16/2020,
2020,STA- 5/6,9 ft. 5 in.,10/18/2020,
2020,T.M. GOODWIN WMA (GOODWIN UNIT),9 ft. 5 in.,10/25/2020,
2020,STA - 1W SOUTH,9 ft. 5 in.,09/05/2020,
2020,LAKE KISSIMMEE,9 ft. 5 in.,10/08/2020,
2020,ALACHUA COUNTY,9 ft. 5 in.,10/17/2020,BIVANS ARM
2020,NEWNANS LAKE,9 ft. 5 in.,08/20/2020,
2020,ORANGE LAKE,9 ft. 5 in.,09/12/2020,
2020,ST. LUCIE COUNTY,9 ft. 5 in.,08/15/2020,HEADER CANAL
2020,POLK COUNTY,9 ft. 5 in.,09/03/2020,
2020,POLK COUNTY,9 ft. 5 in.,10/31/2020,SADDLE CREEK
2020,HIGHLANDS COUNTY,9 ft. 5 in.,10/09/2020,CANAL LAKE
2020,DE SOTO COUNTY,9 ft. 5 in.,09/26/2020,HANDCOCK LAKE
2020,FLAGLER COUNTY,9 ft. 5 in.,10/13/2020,
2020,LAKE MICCOSUKEE,9 ft. 5 in.,08/20/2020,
2020,ST. JOHNS COUNTY,9 ft. 5 in.,10/17/2020,SIXMILE SWAMP
2020,HOLEY LAND WMA,9 ft. 5 in.,10/10/2020,
2020,CITRUS COUNTY,9 ft. 5 in.,08/23/2020,HENDERSON LAKE
2020,ST. JOHNS RIVER UPPER BASIN CANALS,9 ft. 5 in.,08/18/2020,
2020,STA- 5/6,9 ft. 5 in.,08/16/2020,
2020,STA - 2,9 ft. 5 in.,10/30/2020,
2020,LAKE DEXTER,9 ft. 5 in.,09/23/2020,
2020,LEE COUNTY,9 ft. 5 in.,09/19/2020,CALOOSAHATCHEE RIVER
2020,LAKE COUNTY,9 ft. 5 in.,09/10/2020,HORSESHOE MUD LAKE
2020,T.M. GOODWIN WMA (GOODWIN UNIT),9 ft. 5 in.,09/08/2020,
2020,LAKE MICCOSUKEE,9 ft. 5 in.,09/02/2020,
2020,LAKE OKEECHOBEE WEST,9 ft. 5 in.,09/30/2020,
2020,ST. JOHNS RIVER UPPER BASIN CANALS,9 ft. 5 in.,10/27/2020,
2020,LAKE HANCOCK,9 ft. 5 in.,10/14/2020,
2020,WAKULLA COUNTY,9 ft. 5 in.,10/26/2020,OCHLOCKONEE RIVER
2020,LAKE HARNEY,9 ft. 5 in.,10/29/2020,
2020,LAKE KISSIMMEE,9 ft. 5 in.,08/16/2020,
2020,STA - 1W SOUTH,9 ft. 5 in.,11/01/2020,
2020,ORANGE LAKE,9 ft. 5 in.,10/01/2020,
2020,HIGHLANDS COUNTY,9 ft. 5 in.,10/23/2020,CANAL LAKE
2020,ST. JOHNS RIVER UPPER BASIN CANALS,9 ft. 5 in.,08/21/2020,
2020,LAKE COUNTY,9 ft. 5 in.,10/28/2020,WEST CROOKED LAKE
2020,LAKE COUNTY,9 ft. 5 in.,09/12/2020,EUSTIS LAKE
2020,ST. JOHNS RIVER (LAKE POINSETT),9 ft. 5 in.,08/15/2020,
2020,LAKE MICCOSUKEE,9 ft. 5 in.,08/22/2020,
2020,PUTNAM COUNTY,9 ft. 5 in.,08/15/2020,OCKLAWAHA RIVER
2020,LOCHLOOSA LAKE,9 ft. 5 in.,08/16/2020,
2020,POLK COUNTY,9 ft. 5 in.,08/18/2020,
2020,LAKE TOHOPEKALIGA,9 ft. 5 in.,09/17/2020,
2020,EVERGLADES &amp; FRANCIS S. TAYLOR WMA (WCA 3),9 ft. 5 in.,09/27/2020,
2020,LAKE KISSIMMEE,9 ft. 5 in.,09/19/2020,
2020,BREVARD COUNTY,9 ft. 5 in.,08/20/2020,
2020,CLAY COUNTY,9 ft. 5 in.,09/27/2020,ST. JOHNS RIVER
2020,STA - 1W SOUTH,9 ft. 5 in.,09/05/2020,
2020,LAKE HANCOCK,9 ft. 5 in.,10/06/2020,
2020,ORANGE LAKE,9 ft. 5 in.,08/16/2020,
2020,LAKE JESUP,9 ft. 5 in.,09/26/2020,
2020,LAKE JESUP,9 ft. 5 in.,08/15/2020,
2020,LAKE HANCOCK,9 ft. 5 in.,10/18/2020,
2020,LAKE KISSIMMEE,9 ft. 5 in.,09/03/2020,
2020,LAKE HANCOCK,9 ft. 4 in.,11/01/2020,
2020,LAKE COUNTY,9 ft. 4 in.,09/23/2020,
2020,ST. JOHNS RIVER (LAKE POINSETT),9 ft. 4 in.,10/30/2020,
2020,POLK COUNTY,9 ft. 4 in.,09/17/2020,ROSALIE LAKE
2020,ORANGE LAKE,9 ft. 4 in.,09/12/2020,
2020,LAKE OKEECHOBEE NORTH,9 ft. 4 in.,09/14/2020,
2020,PUTNAM COUNTY,9 ft. 4 in.,09/25/2020,OCKLAWAHA RIVER
2020,ST. JOHNS RIVER UPPER BASIN CANALS,9 ft. 4 in.,08/30/2020,
2020,FLAGLER COUNTY,9 ft. 4 in.,08/20/2020,
2020,LAKE GEORGE,9 ft. 4 in.,11/01/2020,
2020,NEWNANS LAKE,9 ft. 4 in.,10/24/2020,
2020,ST. JOHNS RIVER (PUZZLE LAKE),9 ft. 4 in.,08/25/2020,
2020,ST. JOHNS RIVER UPPER BASIN CANALS,9 ft. 4 in.,09/05/2020,
2020,T.M. GOODWIN WMA (BROADMOOR UNIT),9 ft. 4 in.,10/09/2020,
2020,LAKE HATCHINEHA,9 ft. 4 in.,10/10/2020,
2020,LAKE MARIAN,9 ft. 4 in.,10/15/2020,
2020,LAKE JESUP,9 ft. 4 in.,09/29/2020,
2020,A-1 FEB,9 ft. 4 in.,09/12/2020,
2020,JEFFERSON COUNTY,9 ft. 4 in.,10/02/2020,PINHOOK RIVER
2020,LAKE OKEECHOBEE SOUTH,9 ft. 4 in.,10/28/2020,
2020,POLK COUNTY,9 ft. 4 in.,08/16/2020,MOODY LAKE
2020,NEWNANS LAKE,9 ft. 4 in.,08/16/2020,
2020,LAKE GEORGE,9 ft. 4 in.,09/09/2020,
2020,SUMTER COUNTY,9 ft. 4 in.,08/24/2020,WITHLACOOCHEE RIVER
2020,STA - 2,9 ft. 4 in.,09/11/2020,
2020,STA - 2,9 ft. 4 in.,09/11/2020,
2020,STA - 1W NORTH,9 ft. 4 in.,08/15/2020,
2020,POLK COUNTY,9 ft. 4 in.,10/29/2020,CHRISTINA LAKE
2020,KISSIMMEE RIVER,9 ft. 4 in.,10/27/2020,
2020,CLAY COUNTY,9 ft. 4 in.,09/04/2020,ST. JOHNS RIVER
2020,ST. JOHNS RIVER (LAKE HELL N' BLAZES),9 ft. 4 in.,09/03/2020,
2020,VOLUSIA COUNTY,9 ft. 4 in.,08/28/2020,TOMOKA BASIN
2020,ESCAMBIA COUNTY,9 ft. 4 in.,10/09/2020,PINE BARREN CREEK
2020,STA - 2,9 ft. 4 in.,09/06/2020,
2020,BREVARD COUNTY,9 ft. 4 in.,10/24/2020,INDIAN RIVER
2020,STICK MARSH,9 ft. 4 in.,09/29/2020,
2020,DUVAL COUNTY,9 ft. 4 in.,08/15/2020,CHICOPIT BAY
2020,TAYLOR COUNTY,9 ft. 4 in.,10/16/2020,ECONFINA RIVER
2020,LAKE HANCOCK,9 ft. 4 in.,08/15/2020,
2020,KENANSVILLE LAKE,9 ft. 4 in.,08/19/2020,
2020,LOCHLOOSA LAKE,9 ft. 4 in.,09/25/2020,
2020,ST. JOHNS RIVER (LAKE POINSETT),9 ft. 4 in.,08/17/2020,
2020,STICK MARSH,9 ft. 4 in.,08/16/2020,
2020,LAKE COUNTY,9 ft. 4 in.,10/09/2020,EUSTIS LAKE
2020,GADSDEN COUNTY,9 ft. 4 in.,10/01/2020,
2020,LAKE COUNTY,9 ft. 4 in.,09/10/2020,EUSTIS LAKE
2020,ST. JOHNS RIVER (LAKE POINSETT),9 ft. 4 in.,08/15/2020,
2020,LAKE OKEECHOBEE WEST,9 ft. 4 in.,09/26/2020,
2020,A-1 FEB,9 ft. 4 in.,10/24/2020,
2020,LAKE OKEECHOBEE WEST,9 ft. 4 in.,09/17/2020,
2020,LAKE TRAFFORD,9 ft. 4 in.,09/19/2020,
2020,SUMTER COUNTY,9 ft. 4 in.,10/11/2020,WITHLACOOCHEE RIVER
2020,LAKE COUNTY,9 ft. 4 in.,10/30/2020,HARRIS LAKE
2020,KENANSVILLE LAKE,9 ft. 4 in.,10/29/2020,
2020,LAKE COUNTY,9 ft. 4 in.,09/27/2020,HARRIS LAKE
2020,POLK COUNTY,9 ft. 4 in.,10/14/2020,ROSALIE LAKE
2020,HIGHLANDS COUNTY,9 ft. 4 in.,10/17/2020,
2020,LAKE OKEECHOBEE WEST,9 ft. 4 in.,11/01/2020,
2020,ORANGE LAKE,9 ft. 4 in.,08/28/2020,
2020,CLAY COUNTY,9 ft. 4 in.,10/15/2020,ST. JOHNS RIVER
2020,LAKE OKEECHOBEE SOUTH,9 ft. 4 in.,08/28/2020,
2020,KISSIMMEE RIVER,9 ft. 4 in.,09/12/2020,
2020,LAKE COUNTY,9 ft. 4 in.,10/25/2020,HARRIS LAKE
2020,FRANKLIN COUNTY,9 ft. 4 in.,08/27/2020,APALACHICOLA RIVER
2020,BLUE CYPRESS WATER MANAGEMENT AREA,9 ft. 4 in.,08/30/2020,
2020,KENANSVILLE LAKE,9 ft. 4 in.,08/23/2020,
2020,PUTNAM COUNTY,9 ft. 4 in.,10/10/2020,DUNNS CREEK
2020,LEE COUNTY,9 ft. 4 in.,08/30/2020,
2020,LAKE TOHOPEKALIGA,9 ft. 4 in.,08/16/2020,
2020,ORANGE LAKE,9 ft. 4 in.,09/25/2020,
2020,ST. JOHNS RIVER (LAKE HELL N' BLAZES),9 ft. 4 in.,08/16/2020,
2020,VOLUSIA COUNTY,9 ft. 4 in.,09/05/2020,EMPORIA LAKE
2020,LAKE KISSIMMEE,9 ft. 4 in.,09/11/2020,
2020,T.M. GOODWIN WMA (GOODWIN UNIT),9 ft. 4 in.,10/11/2020,
2020,SANTA ROSA COUNTY,9 ft. 4 in.,08/26/2020,
2020,LAKE KISSIMMEE,9 ft. 4 in.,09/06/2020,
2020,LAKE TRAFFORD,9 ft. 4 in.,10/31/2020,
2020,LEON COUNTY,9 ft. 4 in.,10/17/2020,JACKSON LAKE
2020,LAKE HANCOCK,9 ft. 4 in.,08/22/2020,
2020,LAKE OKEECHOBEE WEST,9 ft. 4 in.,10/30/2020,
2020,HOLEY LAND WMA,9 ft. 4 in.,10/04/2020,
2020,NEWNANS LAKE,9 ft. 4 in.,08/16/2020,
2020,BLUE CYPRESS LAKE,9 ft. 4 in.,08/19/2020,
2020,NASSAU COUNTY,9 ft. 4 in.,10/18/2020,SAINT MARYS RIVER
2020,LAKE OKEECHOBEE NORTH,9 ft. 4 in.,09/05/2020,
2020,LAKE COUNTY,9 ft. 4 in.,10/02/2020,DEAD RIVER
2020,STA - 3/4 WEST,9 ft. 4 in.,10/16/2020,
2020,POLK COUNTY,9 ft. 4 in.,08/28/2020,ROCHELLE LAKE
2020,LAKE OKEECHOBEE NORTH,9 ft. 4 in.,10/15/2020,
2020,STA- 5/6,9 ft. 4 in.,11/01/2020,
2020,LEE COUNTY,9 ft. 4 in.,08/24/2020,
2020,NASSAU COUNTY,9 ft. 4 in.,09/28/2020,NASSAU RIVER
2020,LAKE OKEECHOBEE SOUTH,9 ft. 4 in.,10/18/2020,
2020,BLUE CYPRESS WATER MANAGEMENT AREA,9 ft. 4 in.,09/14/2020,
2020,LAKE OKEECHOBEE WEST,9 ft. 4 in.,08/16/2020,
2020,POLK COUNTY,9 ft. 4 in.,10/29/2020,TIGER LAKE
2020,LAKE ROUSSEAU,9 ft. 4 in.,10/25/2020,
2020,STA - 1W SOUTH,9 ft. 4 in.,08/16/2020,
2020,LAKE MICCOSUKEE,9 ft. 3 in.,09/06/2020,
2020,LAKE KISSIMMEE,9 ft. 3 in.,08/22/2020,
2020,BLUE CYPRESS WATER MANAGEMENT AREA,9 ft. 3 in.,03/30/2020,
2020,POLK COUNTY,9 ft. 3 in.,10/30/2020,BANANA LAKE
2020,STA - 2,9 ft. 3 in.,09/11/2020,
2020,MANATEE COUNTY,9 ft. 3 in.,09/26/2020,
2020,FRANKLIN COUNTY,9 ft. 3 in.,11/01/2020,SAINT MARKS RIVER
2020,PUTNAM COUNTY,9 ft. 3 in.,08/31/2020,OCKLAWAHA RIVER
2020,NASSAU COUNTY,9 ft. 3 in.,10/04/2020,NASSAU RIVER
2020,ST. JOHNS RIVER (LAKE HELL N' BLAZES),9 ft. 3 in.,08/27/2020,
2020,LAKE OKEECHOBEE NORTH,9 ft. 3 in.,09/15/2020,
2020,ST. JOHNS RIVER (LAKE HELL N' BLAZES),9 ft. 3 in.,08/29/2020,
2020,ST. JOHNS RIVER (WELAKA),9 ft. 3 in.,09/05/2020,
2020,LAKE HARNEY,9 ft. 3 in.,10/05/2020,
2020,NEWNANS LAKE,9 ft. 3 in.,09/06/2020,
2020,NASSAU COUNTY,9 ft. 3 in.,09/28/2020,SAINT MARYS RIVER
2020,ST. JOHNS RIVER (LAKE POINSETT),9 ft. 3 in.,08/30/2020,
2020,MANATEE COUNTY,9 ft. 3 in.,10/27/2020,BRADEN RIVER
2020,ST. JOHNS RIVER (LAKE POINSETT),9 ft. 3 in.,08/24/2020,
2020,JEFFERSON COUNTY,9 ft. 3 in.,08/23/2020,AUCILLA SPRING
2020,LAKE JESUP,9 ft. 3 in.,10/14/2020,
2020,STA - 1W NORTH,9 ft. 3 in.,10/31/2020,
2020,KISSIMMEE RIVER,9 ft. 3 in.,09/05/2020,
2020,LAKE COUNTY,9 ft. 3 in.,10/18/2020,EUSTIS LAKE
2020,ST. JOHNS RIVER (WELAKA),9 ft. 3 in.,08/29/2020,
2020,LAKE IAMONIA,9 ft. 3 in.,08/29/2020,
2020,ORANGE LAKE,9 ft. 3 in.,08/27/2020,
2020,WAKULLA COUNTY,9 ft. 3 in.,10/13/2020,BIG WEST BAYOU
2020,ST. JOHNS RIVER (PUZZLE LAKE),9 ft. 3 in.,08/21/2020,
2020,KENANSVILLE LAKE,9 ft. 3 in.,08/17/2020,
2020,ST. JOHNS RIVER (LAKE POINSETT),9 ft. 3 in.,08/21/2020,
2020,ST. JOHNS RIVER UPPER BASIN CANALS,9 ft. 3 in.,09/26/2020,
2020,LAKE HARNEY,9 ft. 3 in.,10/23/2020,
2020,LAKE OKEECHOBEE WEST,9 ft. 3 in.,09/26/2020,
2020,STA - 1W NORTH,9 ft. 3 in.,09/05/2020,
2020,ST. JOHNS RIVER (LAKE POINSETT),9 ft. 3 in.,10/15/2020,
2020,ST. JOHNS RIVER (LAKE HELL N' BLAZES),9 ft. 3 in.,08/23/2020,
2020,LAKE COUNTY,9 ft. 3 in.,08/17/2020,EUSTIS LAKE
2020,BRADFORD COUNTY,9 ft. 3 in.,09/18/2020,HAMPTON LAKE
2020,EVERGLADES &amp; FRANCIS S. TAYLOR WMA (WCA 3),9 ft. 3 in.,10/29/2020,
2020,POLK COUNTY,9 ft. 3 in.,08/17/2020,ROSALIE LAKE
2020,ALACHUA COUNTY,9 ft. 3 in.,09/05/2020,ALTO LAKE
2020,ST. JOHNS RIVER (PUZZLE LAKE),9 ft. 3 in.,09/20/2020,
2020,LAKE KISSIMMEE,9 ft. 3 in.,10/25/2020,
2020,STA - 1W NORTH,9 ft. 3 in.,10/18/2020,
2020,LOCHLOOSA LAKE,9 ft. 3 in.,09/02/2020,
2020,NEWNANS LAKE,9 ft. 3 in.,08/23/2020,
2020,ST. JOHNS RIVER (LAKE HELL N' BLAZES),9 ft. 3 in.,08/29/2020,
2020,STA - 2,9 ft. 3 in.,08/15/2020,
2020,BREVARD COUNTY,9 ft. 3 in.,08/15/2020,INDIAN RIVER
2020,WAKULLA COUNTY,9 ft. 3 in.,10/20/2020,OCHLOCKONEE RIVER
2020,LAKE JESUP,9 ft. 3 in.,10/31/2020,
2020,LAKE IAMONIA,9 ft. 3 in.,08/23/2020,
2020,NEWNANS LAKE,9 ft. 3 in.,09/26/2020,
2020,ST. JOHNS COUNTY,9 ft. 3 in.,10/10/2020,PALMO COVE
2020,NEWNANS LAKE,9 ft. 3 in.,08/23/2020,
2020,CRESCENT LAKE,9 ft. 3 in.,10/03/2020,
2020,CRESCENT LAKE,9 ft. 3 in.,09/18/2020,
2020,A-1 FEB,9 ft. 3 in.,09/19/2020,
2020,LAKE GEORGE,9 ft. 3 in.,11/01/2020,
2020,ST. JOHNS RIVER UPPER BASIN CANALS,9 ft. 3 in.,08/15/2020,
2020,LAKE ISTOKPOGA,9 ft. 3 in.,08/28/2020,
2020,ST. JOHNS RIVER (PALATKA SOUTH),9 ft. 3 in.,08/31/2020,
2020,INDIAN RIVER COUNTY,9 ft. 3 in.,08/15/2020,SAINT JOHNS MARSH
2020,ALACHUA COUNTY,9 ft. 3 in.,08/22/2020,BIVANS ARM
2020,ST. JOHNS RIVER (PUZZLE LAKE),9 ft. 3 in.,10/24/2020,
2020,FRANKLIN COUNTY,9 ft. 3 in.,10/16/2020,OCHLOCKONEE BAY
2020,ESCAMBIA COUNTY,9 ft. 3 in.,08/20/2020,ESCAMBIA RIVER
2020,ST. JOHNS RIVER (LAKE HELL N' BLAZES),9 ft. 3 in.,09/13/2020,
2020,STICK MARSH,9 ft. 3 in.,09/03/2020,
2020,LAKE OKEECHOBEE WEST,9 ft. 3 in.,10/29/2020,
2020,LEVY COUNTY,9 ft. 3 in.,08/15/2020,MAGEE BRANCH
2020,LAKE OKEECHOBEE SOUTH,9 ft. 3 in.,10/27/2020,
2020,LAKE JESUP,9 ft. 3 in.,08/30/2020,
2020,LAKE GEORGE,9 ft. 3 in.,10/25/2020,
2020,NEWNANS LAKE,9 ft. 3 in.,10/02/2020,
2020,ST. JOHNS RIVER (PALATKA SOUTH),9 ft. 3 in.,08/24/2020,
2020,STA- 5/6,9 ft. 3 in.,10/10/2020,
2020,HILLSBOROUGH COUNTY,9 ft. 3 in.,10/14/2020,THONOTOSASSA LAKE
2020,POLK COUNTY,9 ft. 3 in.,09/06/2020,
2020,ST. JOHNS RIVER (LAKE HELL N' BLAZES),9 ft. 3 in.,10/03/2020,
2020,LAKE MICCOSUKEE,9 ft. 3 in.,10/30/2020,
2020,GLADES COUNTY,9 ft. 3 in.,10/10/2020,FISHEATING CREEK
2020,ST. JOHNS RIVER (LAKE HELL N' BLAZES),9 ft. 3 in.,08/17/2020,
2020,LIBERTY COUNTY,9 ft. 3 in.,10/23/2020,SHULER BRANCH
2020,LAKE KISSIMMEE,9 ft. 3 in.,10/30/2020,
2020,ST. LUCIE COUNTY,9 ft. 3 in.,10/30/2020,
2020,LAKE TOHOPEKALIGA,9 ft. 3 in.,08/30/2020,
2020,POLK COUNTY,9 ft. 3 in.,10/31/2020,
2020,ORANGE COUNTY,9 ft. 3 in.,10/14/2020,JOHNS LAKE
2020,ST. JOHNS RIVER UPPER BASIN CANALS,9 ft. 3 in.,08/20/2020,
2020,ST. JOHNS RIVER UPPER BASIN CANALS,9 ft. 3 in.,08/31/2020,
2020,ST. JOHNS COUNTY,9 ft. 3 in.,10/02/2020,TOCOI CREEK
2020,LAKE TOHOPEKALIGA,9 ft. 3 in.,08/17/2020,
2020,CRESCENT LAKE,9 ft. 3 in.,10/17/2020,
2020,KENANSVILLE LAKE,9 ft. 3 in.,10/11/2020,
2020,ST. JOHNS RIVER UPPER BASIN CANALS,9 ft. 3 in.,09/05/2020,
2020,LAKE MICCOSUKEE,9 ft. 3 in.,09/22/2020,
2020,LAKE OKEECHOBEE SOUTH,9 ft. 3 in.,11/01/2020,
2020,STA - 3/4 WEST,9 ft. 3 in.,10/09/2020,
2020,KISSIMMEE RIVER,9 ft. 3 in.,10/25/2020,
2020,VOLUSIA COUNTY,9 ft. 3 in.,10/30/2020,BERESFORD LAKE
2020,LAKE OKEECHOBEE WEST,9 ft. 3 in.,10/10/2020,
2020,LAKE JESUP,9 ft. 2 in.,09/15/2020,
2020,PUTNAM COUNTY,9 ft. 2 in.,08/28/2020,DUNNS CREEK
2020,LEON COUNTY,9 ft. 2 in.,10/30/2020,LAFAYETTE LAKE
2020,STICK MARSH,9 ft. 2 in.,09/02/2020,
2020,STA - 1W SOUTH,9 ft. 2 in.,08/15/2020,
2020,KISSIMMEE RIVER (POOL A),9 ft. 2 in.,09/20/2020,
2020,LAKE OKEECHOBEE NORTH,9 ft. 2 in.,10/19/2020,
2020,LAKE OKEECHOBEE SOUTH,9 ft. 2 in.,09/10/2020,
2020,BLUE CYPRESS LAKE,9 ft. 2 in.,10/20/2020,
2020,STA - 2,9 ft. 2 in.,10/03/2020,
2020,STA - 2,9 ft. 2 in.,08/23/2020,
2020,POLK COUNTY,9 ft. 2 in.,09/30/2020,
2020,HILLSBOROUGH COUNTY,9 ft. 2 in.,10/24/2020,THONOTOSASSA LAKE
2020,CLAY COUNTY,9 ft. 2 in.,10/10/2020,BLACK CREEK
2020,MARTIN COUNTY,9 ft. 2 in.,08/29/2020,HOBE SOUND
2020,CLAY COUNTY,9 ft. 2 in.,09/26/2020,DOCTORS LAKE
2020,LAKE TOHOPEKALIGA,9 ft. 2 in.,09/27/2020,
2020,DUVAL COUNTY,9 ft. 2 in.,09/15/2020,CHICOPIT BAY
2020,LAKE JESUP,9 ft. 2 in.,10/28/2020,
2020,ST. JOHNS RIVER (LAKE POINSETT),9 ft. 2 in.,09/06/2020,
2020,LAKE KISSIMMEE,9 ft. 2 in.,08/29/2020,
2020,LAKE TOHOPEKALIGA,9 ft. 2 in.,09/18/2020,
2020,ST. JOHNS RIVER (WELAKA),9 ft. 2 in.,10/30/2020,
2020,NEWNANS LAKE,9 ft. 2 in.,11/01/2020,
2020,LAKE JESUP,9 ft. 2 in.,09/05/2020,
2020,POLK COUNTY,9 ft. 2 in.,08/24/2020,
2020,LAKE COUNTY,9 ft. 2 in.,10/09/2020,HARRIS LAKE
2020,LAKE OKEECHOBEE NORTH,9 ft. 2 in.,09/11/2020,
2020,SUMTER COUNTY,9 ft. 2 in.,10/03/2020,WITHLACOOCHEE RIVER
2020,FRANKLIN COUNTY,9 ft. 2 in.,10/13/2020,WHISKEY GEORGE CREEK
2020,KISSIMMEE RIVER (POOL E),9 ft. 2 in.,10/24/2020,
2020,LAKE OKEECHOBEE WEST,9 ft. 2 in.,08/16/2020,
2020,JACKSON COUNTY,9 ft. 2 in.,08/16/2020,APALACHICOLA RIIVER
2020,ST. JOHNS RIVER UPPER BASIN CANALS,9 ft. 2 in.,10/16/2020,
2020,WALTON COUNTY,9 ft. 2 in.,08/28/2020,ALAQUA CREEK
2020,ST. JOHNS RIVER (LAKE POINSETT),9 ft. 2 in.,08/25/2020,
2020,BREVARD COUNTY,9 ft. 2 in.,10/31/2020,
2020,BREVARD COUNTY,9 ft. 2 in.,08/30/2020,INDIAN RIVER
2020,KENANSVILLE LAKE,9 ft. 2 in.,10/05/2020,
2020,LAKE JESUP,9 ft. 2 in.,10/23/2020,
2020,FRANKLIN COUNTY,9 ft. 2 in.,09/05/2020,ALLIGATOR HARBOR
2020,FRANKLIN COUNTY,9 ft. 2 in.,09/08/2020,ALLIGATOR HARBOR
2020,KISSIMMEE RIVER,9 ft. 2 in.,10/31/2020,
2020,LAKE COUNTY,9 ft. 2 in.,08/22/2020,DORA CANAL
2020,ST. JOHNS RIVER (PUZZLE LAKE),9 ft. 2 in.,09/18/2020,
2020,CALHOUN COUNTY,9 ft. 2 in.,10/15/2020,IAMONIA LAKE
2020,LEVY COUNTY,9 ft. 2 in.,08/27/2020,SUWANNEE SOUND
2020,LAKE HANCOCK,9 ft. 2 in.,08/27/2020,
2020,ST. JOHNS RIVER UPPER BASIN CANALS,9 ft. 2 in.,08/29/2020,
2020,HENDRY COUNTY,9 ft. 2 in.,10/30/2020,
2020,MARION COUNTY,9 ft. 2 in.,08/22/2020,WEIR LAKE
2020,LAKE COUNTY,9 ft. 2 in.,10/24/2020,HARRIS LAKE
2020,T.M. GOODWIN WMA (GOODWIN UNIT),9 ft. 2 in.,10/31/2020,
2020,A-1 FEB,9 ft. 2 in.,10/30/2020,
2020,LAKE IAMONIA,9 ft. 2 in.,09/25/2020,
2020,POLK COUNTY,9 ft. 2 in.,10/24/2020,
2020,POLK COUNTY,9 ft. 2 in.,10/04/2020,
2020,LAKE KISSIMMEE,9 ft. 2 in.,10/31/2020,
2020,STA - 2,9 ft. 2 in.,08/16/2020,
2020,STA- 5/6,9 ft. 2 in.,09/05/2020,
2020,FRANKLIN COUNTY,9 ft. 2 in.,09/10/2020,APALACHICOLA RIVER
